episode,win,reward,length,opponent
511,1,154.3551331060459,542,random
512,1,118.63888909842092,1152,random
513,1,155.7720862101924,750,random
514,1,125.0180655434452,478,random
515,1,169.64194679723948,2165,random
516,0,125.40746364559203,2403,random
517,1,104.40817885879152,3852,random
518,1,143.41291690170738,728,random
519,1,149.35667816793176,2048,random
520,0,101.77244835944882,1328,random
521,1,115.09125308474759,406,random
522,0,102.12376951330816,4862,random
523,1,121.62350826781861,732,random
524,1,94.93618767428785,360,random
525,0,44.34114914049702,635,random
526,1,171.37196582288553,2652,random
527,0,154.16542534062836,4212,random
528,1,160.68846083435176,911,random
529,0,54.13547846602226,1658,random
530,1,145.1659010918637,1397,random
531,1,210.5925961110994,1116,random
532,1,104.8248937790072,341,random
533,1,173.3277285997427,1069,random
534,1,250.60388251896495,1929,random
535,1,140.584762529753,609,random
536,1,83.98832993177612,273,random
537,1,139.14992629342245,516,random
538,1,179.5093032989792,945,random
539,1,140.3731280633821,2017,random
540,1,150.29367252413792,3939,random
541,1,124.04487576614537,2636,random
542,1,88.53946754953476,298,random
543,1,184.8136591139408,820,random
544,1,191.4353590461657,901,random
545,1,123.9383483020809,643,random
546,1,80.70330482944397,1708,random
547,0,355.8130360239777,5106,random
548,1,152.44768223281264,1887,random
549,1,271.4087656771614,1681,random
550,1,201.01168356099345,827,random
551,1,113.73981706969364,673,random
552,1,113.8022089323033,432,random
553,0,224.39237768515943,2588,random
554,1,177.61820475178888,2334,random
555,1,158.1130704408768,518,random
556,1,109.96784504224459,473,random
557,1,255.81737615004064,1953,random
558,1,124.5135090491774,471,random
559,1,145.76731139884055,638,random
560,1,157.45333365159613,2323,random
561,1,114.22817152594499,550,random
562,1,120.18824738728419,397,random
563,1,201.93552738329228,1949,random
564,1,532.5705315355564,6141,random
565,1,112.49306831016173,1018,random
566,1,48.441629471000645,4023,random
567,1,156.86107229794456,773,random
568,1,120.96632232471646,1848,random
569,1,189.75422605966253,964,random
570,1,92.55393738429953,313,random
571,1,115.43492494658996,3196,random
572,1,202.65450118538777,936,random
573,1,128.91113797305698,665,random
574,1,113.84266535171724,494,random
575,1,169.51010493976133,842,random
576,1,117.62268859768866,351,random
577,1,128.3980955892278,647,random
578,1,357.8992759694544,3262,random
579,1,151.2163267691813,696,random
580,1,130.64919428920058,2340,random
581,1,152.04690968985773,925,random
582,1,150.5233856183223,1791,random
583,1,202.32976011512358,960,random
584,1,157.22585395933228,1886,random
585,0,58.66169058383318,587,random
586,1,312.9293485261674,2471,random
587,1,150.22113708991824,736,random
588,0,82.96699862663478,4681,random
589,1,127.11350557951205,537,random
590,1,210.79301307039387,1502,random
591,1,159.10316791090912,757,random
592,1,138.5255118297526,709,random
593,1,127.38954558530845,2951,random
594,1,136.39373944524388,1344,random
595,1,262.90532360436,1682,random
596,1,119.89634420998986,765,random
597,0,172.25207858286726,2249,random
598,1,109.07958879149793,382,random
599,0,-200.98646375481647,4976,random
600,1,166.1437423298253,617,random
601,1,216.76158146243083,1272,random
602,1,120.45462458197579,548,random
603,1,111.89108526692029,769,random
604,1,89.28643274135736,499,random
605,1,134.54395077748637,1891,random
606,1,84.43392084889224,2259,random
607,1,154.69869595064685,717,random
608,1,154.68277132878669,4167,random
609,1,132.20735633612182,836,random
610,1,130.55291411615707,748,random
611,1,112.51332611437884,536,random
612,1,141.1661878746951,560,random
613,0,-106.59151155840259,5667,random
614,1,158.9153279166456,3584,random
615,1,66.87914727727447,141,random
616,1,148.0296765714429,566,random
617,1,131.7972497640811,429,random
618,1,134.9788241544739,521,random
619,1,106.8529022782532,464,random
620,1,0.9733873568914255,3274,random
621,1,471.7170161081217,4676,random
622,1,123.8427881454381,570,random
623,1,117.43586834005133,2694,random
624,0,63.97066075974355,5102,random
625,1,123.0509367426221,4989,random
626,1,144.05141074847393,1297,random
627,1,104.12492056710215,401,random
628,0,411.8483818034195,6460,random
629,1,113.73101528869424,519,random
630,1,147.70417641661666,532,random
631,0,374.9854775348495,6420,random
632,0,488.56012416237303,6243,random
633,1,423.69616158477845,3558,random
634,1,118.98415380045316,2345,random
635,1,106.33756564896936,466,random
636,0,68.34872070814389,5395,random
637,1,143.26861331591778,2916,random
638,1,149.93077181407892,647,random
639,1,297.133811120447,2233,random
640,0,-10.90179816360441,5194,random
641,1,38.21807359741793,3236,random
642,1,138.3557752983797,2072,random
643,1,112.10386669493096,621,random
644,1,165.80353268067032,2318,random
645,0,214.82389991863698,3937,random
646,1,136.18011656239725,962,random
647,0,-28.27974380057377,5195,random
648,1,86.13566601742305,142,random
649,0,59.63024546049658,5086,random
650,0,86.13648738792355,5213,random
651,0,162.6738423299823,6550,random
652,1,288.18545718350305,2473,random
653,1,163.36725218466196,699,random
654,1,170.9965501028166,1076,random
655,1,98.4654978610881,3305,random
656,1,127.29095051984906,506,random
657,1,59.361472447185605,2570,random
658,0,121.82659960317145,1504,random
659,1,160.0383246532099,701,random
660,1,243.31920003474698,1107,random
661,1,238.83242077754863,1092,random
662,1,203.079988599193,1039,random
663,1,122.52488197068939,518,random
664,1,183.922556630075,1052,random
665,1,135.01208435645032,1004,random
666,0,291.6343932429256,6571,random
667,1,247.33646698590533,1538,random
668,1,195.20773998610804,2597,random
669,1,177.8699960408318,779,random
670,0,-275.4414243459631,5233,random
671,1,195.24149824149342,1423,random
672,1,116.33003080635442,428,random
673,1,120.34307514221805,558,random
674,1,139.71743964759517,697,random
675,1,113.49372518728634,516,random
676,1,158.0154197043645,928,random
677,0,378.834533428733,6209,random
678,1,176.52284318264194,934,random
679,1,166.77801962620646,2691,random
680,1,113.80789949113093,567,random
681,1,152.72419348992412,906,random
682,1,222.14715478098807,1213,random
683,1,136.73726217019757,1721,random
684,1,227.77890541308722,3676,random
685,1,90.39446793029691,275,random
686,1,133.98281623982592,2416,random
687,1,105.30156840686872,296,random
688,1,132.81752126675394,799,random
689,1,135.15745960570024,2489,random
690,1,368.88494323888494,3445,random
691,1,-20.326766024236804,4668,random
692,1,142.89989091616332,4565,random
693,1,171.7715273543991,868,random
694,1,-29.131458002263322,4859,random
695,1,141.318744247938,644,random
696,0,244.7423135687069,2905,random
697,1,174.56884886677065,801,random
698,1,125.80573571673939,3002,random
699,1,144.84367268851878,576,random
700,1,-53.238887350076496,3476,random
701,1,131.2813744375103,560,random
702,1,203.54739684143573,5008,random
703,1,189.02265977205104,1398,random
704,1,79.41915461527367,144,random
705,1,343.9411561215257,2719,random
706,1,237.86345515919282,2855,random
707,1,88.05827842902458,269,random
708,1,136.05503118270883,543,random
709,1,167.51553694768876,1255,random
710,0,191.63417254929888,1711,random
711,1,108.3484122499424,424,random
712,1,156.27157545545057,913,random
713,1,105.77483040078474,342,random
714,1,243.43860897637484,1906,random
715,1,107.08100045341783,359,random
716,1,167.03720130265984,1820,random
717,1,128.9441211509523,537,random
718,1,127.13432482299027,652,random
719,1,136.6442376390238,668,random
720,1,247.38327924929064,1463,random
721,1,118.99735824286475,529,random
722,1,137.21771724731883,537,random
723,1,120.23389976213556,431,random
724,1,161.7526877169429,728,random
725,1,108.50821308004265,336,random
726,1,135.32572007014596,531,random
727,0,198.09258910311513,1824,random
728,1,125.14986887929356,4715,random
729,1,207.9144286651273,1627,random
730,0,-90.51731526607006,4879,random
731,1,126.1604269541572,495,random
732,1,137.6479207801104,663,random
733,1,306.21751552018833,2160,random
734,1,107.24849721319936,302,random
735,1,145.29236815297946,2076,random
736,1,126.6635589087091,675,random
737,1,101.50157240625879,301,random
738,1,158.11114980266703,4331,random
739,1,281.5497713616216,1750,random
740,0,15.583449104802803,5632,random
741,1,221.50213800877557,1295,random
742,1,291.3384406594411,2740,random
743,1,125.57963100133621,1579,random
744,0,392.2461449332727,5707,random
745,1,134.9451482415885,1044,random
746,1,68.16703994310609,2896,random
747,1,164.4727622836526,3174,random
748,1,70.10132326993845,1105,random
749,0,402.6463638934148,5652,random
750,0,355.2752409067069,3623,random
751,0,263.8126538394499,2971,random
752,0,-90.02120106742109,5353,random
753,0,230.12574942141507,5316,random
754,1,189.78019818820292,2199,random
755,1,125.10031054309657,1768,random
756,1,193.5464681496997,1287,random
757,1,152.81001153370804,732,random
758,1,121.80188045267943,436,random
759,1,308.7205843447898,2085,random
760,1,159.48986190837581,689,random
761,1,93.69324642535625,360,random
762,1,106.38372927785406,324,random
763,1,144.55032021638652,723,random
764,1,187.02403938071063,1939,random
765,1,293.7815681881789,3809,random
766,1,119.1585307590177,680,random
767,0,33.54987903710017,6174,random
768,1,196.61974100716046,1097,random
769,1,172.40471551443665,831,random
770,1,123.60426263704409,666,random
771,0,-74.21828848415088,5440,random
772,1,0.21699032138283414,4226,random
773,1,153.5682665646485,756,random
774,1,149.60982596316143,775,random
775,1,183.8514397089379,4984,random
776,1,124.7501643035763,1886,random
777,1,169.73980372048877,2632,random
778,1,143.00360660108632,678,random
779,1,104.92769783748363,420,random
780,1,106.71401571240392,250,random
781,0,94.17833444066639,4861,random
782,1,96.88837340654494,315,random
783,1,154.82798320648917,669,random
784,1,166.81872646717713,1030,random
785,1,-418.28098354111245,4322,random
786,1,-7.643376915486062,2635,random
787,1,74.04439641206514,3572,random
788,1,195.38737852014225,962,random
789,1,98.09203447853675,322,random
790,1,146.5956476319003,1757,random
791,1,114.81663232700033,431,random
792,1,239.79200092086813,1525,random
793,1,180.847857204144,1287,random
794,1,-66.10706233908252,3791,random
795,1,325.52532797226223,4292,random
796,1,146.2236542902076,501,random
797,1,141.38689566782625,587,random
798,1,124.20540975718119,506,random
799,1,197.55936509411376,771,random
800,1,158.2458073214228,827,random
801,0,139.2180824558363,5271,random
802,1,210.37133203366065,1378,random
803,1,153.088844163834,1975,random
804,1,154.62705864698594,2434,random
805,1,121.96532070710984,404,random
806,1,135.4678423421212,783,random
807,1,107.8647228589783,380,random
808,1,112.86109612402362,318,random
809,1,127.54740840858237,900,random
810,1,200.28570603747883,2595,random
811,1,175.87733886360053,789,random
812,0,130.62172810377788,1484,random
813,1,160.43747822433835,792,random
814,1,78.19534957741656,2112,random
815,0,266.6176328544745,3122,random
816,0,105.76317555810381,1221,random
817,0,422.22703122179047,6951,random
818,1,115.09270638627684,439,random
819,1,142.67145482197688,1630,random
820,1,93.25053490017379,389,random
821,1,129.09478708338946,451,random
822,1,165.02324847360939,2698,random
823,1,208.0805240920557,1452,random
824,0,311.0130955245202,3033,random
825,1,151.32267743351676,662,random
826,1,135.8366046436664,933,random
827,1,97.21444122075795,327,random
828,1,92.77747125982023,349,random
829,1,158.55756286745756,654,random
830,1,171.52928210070013,3829,random
831,1,134.53342098186812,664,random
832,1,148.0848585015217,539,random
833,1,364.9902515480351,2790,random
834,0,310.89567184629686,4069,random
835,0,342.77140513145406,6553,random
836,1,262.973825353268,1824,random
837,1,113.77458820549636,371,random
838,0,200.68620688853844,4267,random
839,0,45.194618741650935,4771,random
840,1,117.30300592711185,480,random
841,1,102.49706250200009,384,random
842,1,160.82626484614593,730,random
