episode,win,reward,length,opponent
623,0,(2922.989733090067+0j),1788,random
624,0,(840.6100750980879+0j),759,random
625,0,(1932.228186932199+0j),1373,random
626,1,(1043.7860003105848+0j),423,random
627,1,(1583.006324305012+0j),679,random
628,1,(2423.2169387143117+0j),1538,random
629,1,(1287.1174273480697+0j),515,random
630,1,(1039.181177550207+0j),467,random
631,0,(584.3694607324804+0j),496,random
632,1,(1536.7887620231004+0j),758,random
633,1,(1607.2448693831923+0j),901,random
634,1,(2031.4703525780928+0j),1240,random
635,0,(2341.8734885382164+0j),2013,random
636,0,(2249.4640430379422+0j),1728,random
637,1,(1352.0615590373889+0j),690,random
638,0,(1737.152124733688+0j),1444,random
639,0,(1537.1010701400155+0j),1332,random
640,0,(2656.5947890281464+0j),1947,random
641,1,(1967.993493311219+0j),1219,random
642,0,(1791.6406676814847+0j),1448,random
643,1,(1330.3940707216284+0j),665,random
644,0,(2823.9798278154235+0j),1765,random
645,0,(2421.5366701472353+0j),1670,random
646,1,(2339.689761406509+0j),1429,random
647,1,(1564.2306901310335+0j),704,random
648,1,(1072.6423127033677+0j),534,random
649,1,(1146.5544742000118+0j),500,random
650,0,(1958.868492291382+0j),1518,random
651,1,(721.6257573176953+0j),294,random
652,1,(1963.9614610503597+0j),1333,random
653,1,(1183.2753088500735+0j),497,random
654,1,(1225.1872095003262+0j),634,random
655,0,(1904.223494100185+0j),1493,random
656,1,(1840.7751296504282+0j),835,random
657,1,(1465.0535617010946+0j),660,random
658,1,(1557.1231559341763+0j),866,random
659,0,(1719.4378620533316+0j),1486,random
